0	0.21632156	0.14323679	0.92971087	0.5218521	0.21898119	0.19150525	
1	0.260013	0.6154568	0.88685083	0.3869911	0.49839085	0.41874054	
2	0.51257116	0.37850925	0.8903315	0.47003558	0.5185885	0.27782193	
3	0.6244998	0.14013825	0.80360043	0.25078005	0.5083784	0.158367	
4	0.63847303	0.66176015	0.90261585	0.41932738	0.5055434	0.3919044	
5	0.79007953	0.28524667	0.9201953	0.4227272	0.45506915	0.44001946	
6	0.9046877	0.73554385	0.8349865	0.39983588	0.5338342	0.81238496	
7	0.86578053	0.1230069	0.8808907	0.89244217	0.5569198	0.50174403	
8	0.90960157	0.8545116	0.7248732	0.06308404	0.6066296	0.3079193	
9	0.870423	0.17469607	0.89725	0.8651273	0.7087524	0.3182558	
10	0.6680261	0.9035525	0.8650288	0.09095155	0.51791555	0.4993648	
11	0.59195316	0.88862765	0.6286045	0.2044463	0.4917739	0.18349281	
12	0.818205	0.18064775	0.7358517	0.82067907	0.81735694	0.13626131	
13	0.61884403	0.09104224	0.72882366	0.81026584	0.69886667	0.59820825	
14	0.44113123	0.8914693	0.7004663	0.20615435	0.6255444	0.42806792	
15	0.9269425	0.08875629	0.854182	0.44337592	0.69016844	0.20613179	
16	0.67543226	0.21346065	0.84455216	0.6663056	0.86906993	0.44653141	
17	0.5148332	0.14666452	0.79372096	0.81408083	0.8398429	0.8460541	
18	0.65806866	0.0913243	0.58701074	0.14086379	0.83362067	0.35011357	
19	0.8351529	0.10684348	0.7224594	0.5294439	0.84320796	0.35132575	
20	0.75995445	0.63606405	0.67048705	0.36558703	0.8028326	0.31646404	
21	0.8917355	0.9210036	0.8902581	0.59779024	0.74119437	0.45864153	
22	0.7980582	0.669956	0.7332719	0.10524005	0.8290346	0.7031047	
23	0.79925025	0.8706818	0.8837889	0.8926214	0.75556904	0.77455425	
24	0.7549167	0.58065766	0.857991	0.286224	0.83879614	0.5324367	
25	0.9093202	0.3375792	0.6810164	0.121959105	0.6193803	0.55896634	
26	0.9313435	0.77730256	0.61481065	0.6279868	0.6048699	0.61285853	
27	0.89409643	0.6555782	0.64421415	0.08587938	0.5143633	0.5612723	
28	0.93035567	0.2559519	0.6608224	0.7001556	0.6146939	0.6006801	
29	0.91168255	0.4811504	0.59799147	0.707013	0.7432628	0.6198649	
30	0.6792039	0.83641154	0.4324133	0.077669166	0.5282957	0.26238567	
31	0.6920532	0.73933375	0.6269437	0.13540576	0.5741496	0.3885978	
32	0.72316045	0.4678205	0.70869195	0.5984859	0.69565403	0.448438	
33	0.9197412	0.6351895	0.6719313	0.13378541	0.76091975	0.18677323	
34	0.6772545	0.6481884	0.44190708	0.19266658	0.7233843	0.7882714	
35	0.8977762	0.48366335	0.5866961	0.5403469	0.83071035	0.46820146	
36	0.8835342	0.7728353	0.5165287	0.5097484	0.8200039	0.5368423	
37	0.81594324	0.29805934	0.4353093	0.18703948	0.70605	0.8237734	
38	0.8600498	0.9008326	0.43433428	0.64936405	0.6604047	0.38198957	
39	0.8653857	0.41540906	0.596645	0.89232093	0.52495474	0.50834703	
40	0.641298	0.62563276	0.60277706	0.8701198	0.6369287	0.6652964	
41	0.4779676	0.90072006	0.60760784	0.7113684	0.57549083	0.41270307	
42	0.47067317	0.4231429	0.51554024	0.03455109	0.6852963	0.294272	
43	0.21569367	0.35001066	0.60123336	0.10032918	0.61831105	0.1727353	
44	0.7140803	0.5616453	0.7004927	0.44875097	0.5841996	0.17430462	
45	0.51307327	0.06508695	0.6635444	0.33250558	0.5326599	0.58672345	
46	0.76715213	0.6245545	0.6006447	0.51488644	0.54679483	0.43374148	
47	0.86261266	0.09287404	0.5064129	0.3380508	0.31794137	0.7096357	
48	0.882172	0.83666396	0.42732364	0.15867424	0.20517816	0.78952813	
49	0.885198	0.6746769	0.50348586	0.360996	0.48634675	0.7745774	
50	0.8642044	0.08107223	0.49422836	0.88784844	0.32982188	0.35417747	
51	0.7327994	0.34913963	0.64606977	0.14349884	0.5155347	0.3911053	
