hash	dist	omega	phi1	phi2	psi1	psi2	ids	idcount	id_unique
9895638205442	9	0	2	0	4	2	2:2,0:1,3:2,1:3	8	4
5506148140033	5	2	0	1	4	1	3:1	1	1
8800388055557	8	1	0	1	2	5	2:1	1	1
6601364865537	6	1	0	2	2	1	1:3,3:1,0:1	5	3
4398063288577	4	0	1	0	1	1	3:4,2:2	6	2
10995116343808	10	0	0	1	2	0	2:1,3:1	2	2
3298568438273	3	0	2	0	2	1	2:2,0:2,1:1	5	3
9895638204929	9	0	2	0	2	1	3:3,2:6,1:3,0:1	13	4
9904211362049	9	2	1	0	1	1	3:1,0:2	3	2
8804699865602	8	2	1	2	2	2	0:1,1:1,2:1	3	3
5497558139650	5	0	0	0	3	2	0:4,1:3,3:3,2:2	12	4
7700876428291	7	1	0	1	4	3	2:1,0:1	2	2
2199056810756	2	0	2	0	3	4	1:1,3:1,2:2,0:2	6	4
6597086675713	6	0	1	2	3	1	0:2,1:2,2:2,3:1	7	4
8800404767745	8	1	1	0	4	1	0:1,2:1	2	2
7700876493828	7	1	0	2	4	4	1:1	1	1
6597086609668	6	0	1	1	1	4	2:1,1:1	2	2
5497591694082	5	0	2	0	3	2	1:3,3:3,2:6,0:3	15	4
6605659767299	6	2	0	1	2	3	0:1,1:3	4	2
8796126642179	8	0	2	1	0	3	1:1	1	1
8796093022469	8	0	0	0	1	5	1:1,2:1	2	2
9895621558787	9	0	1	2	2	3	0:3,1:2,2:1	6	3
3302829981954	3	1	0	2	1	2	1:2,0:1,3:1	4	3
6605659702019	6	2	0	0	3	3	3:4,2:2,1:2	8	3
8796109865218	8	0	1	1	1	2	1:1	1	1
9895621559042	9	0	1	2	3	2	1:2,0:1,2:1	4	3
8800421609475	8	1	2	1	0	3	1:1	1	1
11003723055873	10	2	1	1	3	1	2:1	1	1
7700909917186	7	1	2	0	4	2	0:1,2:1	2	2
7705188172545	7	2	1	1	3	1	1:1,2:1	2	2
8804682957825	8	2	0	0	4	1	3:1,2:2	3	2
9895638335748	9	0	2	2	1	4	1:2,0:1,2:4	7	3
5501869883907	5	1	1	0	2	3	2:1	1	1
4402341478914	4	1	0	0	2	2	2:2,0:2	4	2
6597069767682	6	0	0	0	4	2	3:3,0:5,1:5,2:11	24	4
8804716577539	8	2	2	1	3	3	1:1	1	1
5497574916611	5	0	1	0	2	3	0:1,3:1	2	2
8804716643074	8	2	2	2	3	2	2:6,1:7,0:1	14	3
8800421609986	8	1	2	1	2	2	0:1	1	1
3307158372867	3	2	2	0	2	3	3:1,0:2	3	2
9895604649987	9	0	0	0	0	3	1:2,2:2	4	2
5506181693698	5	2	2	1	1	2	2:1	1	1
6605659701509	6	2	0	0	1	5	2:1	1	1
4398080196869	4	0	2	2	1	5	3:1	1	1
9899899617793	9	1	0	0	2	1	3:1,0:2,2:1,1:1	5	4
10995116277763	10	0	0	0	0	3	2:1	1	1
6605659833088	6	2	0	2	3	0	2:1	1	1
5501886661889	5	1	2	0	5	1	3:1	1	1
9895638270724	9	0	2	1	3	4	2:1	1	1
8804699800065	8	2	1	1	2	1	0:1,1:1	2	2
8804716643330	8	2	2	2	4	2	2:1,1:1,0:1	3	3
8804683022851	8	2	0	1	2	3	2:2,3:1	3	2
5497558205443	5	0	0	1	4	3	2:1	1	1
10995116343556	10	0	0	1	1	4	2:1	1	1
4398046642689	4	0	0	2	2	1	2:2,3:1	3	2
10995133055490	10	0	1	0	2	2	3:2,0:2,2:2	6	3
7700893139202	7	1	1	0	1	2	0:1,2:1,1:1	3	3
7700876493824	7	1	0	2	4	0	2:1,1:1	2	2
7700893139716	7	1	1	0	3	4	0:1,2:1	2	2
7696581394692	7	0	0	0	1	4	2:4,3:3,0:2,1:1	10	4
11003706212865	10	2	0	0	2	1	2:3,3:2	5	2
4402341609732	4	1	0	2	1	4	2:1	1	1
11003739767042	10	2	2	0	1	2	1:1,2:2,3:2,0:1	6	4
6605659833601	6	2	0	2	5	1	1:1	1	1
6601398420481	6	1	2	2	4	1	0:3	3	1
6605676478978	6	2	1	0	2	2	2:1,3:2	3	2
10999444931585	10	1	2	2	4	1	3:1	1	1
9899899748867	9	1	0	2	2	3	2:1,1:1	2	2
7696581526019	7	0	0	2	2	3	0:2,3:3,2:2,1:2	9	4
7696614950147	7	0	2	0	5	3	1:1	1	1
3307124818179	3	2	0	0	1	3	2:1	1	1
7700893270276	7	1	1	2	1	4	2:1	1	1
2199056810500	2	0	2	0	2	4	1:1	1	1
9904228204804	9	2	2	1	1	4	3:1	1	1
3298534949377	3	0	0	1	2	1	1:1,2:2	3	2
5497575048196	5	0	1	2	4	4	1:1	1	1
6605659767555	6	2	0	1	3	3	2:1	1	1
8804699734273	8	2	1	0	1	1	1:4,2:2,3:1,0:3	10	4
6605659767043	6	2	0	1	1	3	2:1,0:1	2	2
9895638205445	9	0	2	0	4	5	1:1	1	1
8800387990531	8	1	0	0	4	3	1:1	1	1
9895621428225	9	0	1	0	4	1	3:1,1:1	2	2
3298534949632	3	0	0	1	3	0	3:1	1	1
5497558139649	5	0	0	0	3	1	0:4,1:3,2:4,3:2	13	4
8804716512513	8	2	2	0	5	1	2:1	1	1
3298568569859	3	0	2	2	4	3	0:1	1	1
10999411376384	10	1	0	2	1	0	3:1	1	1
9895604650241	9	0	0	0	1	1	0:4,2:10,1:2,3:4	20	4
5501869883906	5	1	1	0	2	2	0:1,2:1	2	2
7700876362240	7	1	0	0	2	0	1:2,0:2	4	2
5506148073730	5	2	0	0	1	2	2:2,1:2,0:3,3:1	8	4
4398063420417	4	0	1	2	4	1	2:1	1	1
10995116278529	10	0	0	0	3	1	0:1,2:1,1:1	3	3
7705188172804	7	2	1	1	4	4	3:2	2	1
4406636512259	4	2	0	1	4	3	2:1,1:1	2	2
10995149832450	10	0	2	0	1	2	2:3	3	1
10995116409858	10	0	0	2	4	2	2:1	1	1
4406670001155	4	2	2	0	4	3	1:1,2:1	2	2
3298535015428	3	0	0	2	4	4	0:1,3:1,1:1,2:2	5	4
5501853237762	5	1	0	2	2	2	3:1,1:1,2:1	3	3
6605659767810	6	2	0	1	4	2	2:1,1:2	3	2
7696615014914	7	0	2	1	2	2	1:2,0:1,2:2	5	3
7705171329284	7	2	0	0	1	4	2:2,0:1	3	2
8796093154051	8	0	0	2	3	3	1:1,0:1,2:4	6	3
5506148139265	5	2	0	1	1	1	2:1,0:1,1:1	3	3
3302829982212	3	1	0	2	2	4	0:1	1	1
10999444799492	10	1	2	0	0	4	2:1	1	1
9904194584577	9	2	0	0	0	1	2:1	1	1
11003706213632	10	2	0	0	5	0	2:1	1	1
9904194716162	9	2	0	2	2	2	2:3,0:1,3:2	6	3
9904211362308	9	2	1	0	2	4	2:1,1:1	2	2
9904228205571	9	2	2	1	4	3	1:1,2:1	2	2
8796093022980	8	0	0	0	3	4	2:1,3:4	5	2
9895604782080	9	0	0	2	4	0	3:1	1	1
10995116408833	10	0	0	2	0	1	3:1	1	1
3302863405314	3	1	2	0	1	2	1:2,2:4,0:4	10	3
9904211362820	9	2	1	0	4	4	1:1	1	1
3298534949121	3	0	0	1	1	1	0:1,1:1,2:1	3	3
4406670132226	4	2	2	2	4	2	0:1,2:2	3	2
5506148205060	5	2	0	2	2	4	2:1,1:1,0:1	3	3
7696614949123	7	0	2	0	1	3	2:2,1:1,3:1	4	3
5497574916097	5	0	1	0	0	1	0:1,2:1	2	2
5506181760002	5	2	2	2	4	2	1:3,3:1,0:2,2:1	7	4
5497591759361	5	0	2	1	2	1	0:1,2:1	2	2
5497558270210	5	0	0	2	1	2	1:30,0:22,2:32,3:15	99	4
5497591825152	5	0	2	2	3	0	0:1	1	1
5497574917122	5	0	1	0	4	2	0:1,3:2	3	2
5497558140163	5	0	0	0	5	3	0:1,1:1	2	2
10995116278273	10	0	0	0	2	1	2:7,1:2,0:4,3:2	15	4
7700876362753	7	1	0	0	4	1	3:1,0:1,2:4	6	3
8800421676034	8	1	2	2	4	2	0:1	1	1
8800387990785	8	1	0	0	5	1	2:1	1	1
5497558139908	5	0	0	0	4	4	2:2,0:2,3:2,1:4	10	4
10995116343555	10	0	0	1	1	3	2:1	1	1
6597086675457	6	0	1	2	2	1	3:1	1	1
3298568569345	3	0	2	2	2	1	0:2,2:4,3:4,1:2	12	4
6597086544644	6	0	1	0	3	4	2:2	2	1
6601364733955	6	1	0	0	0	3	2:1	1	1
4398046512387	4	0	0	0	5	3	2:1	1	1
8800404898051	8	1	1	2	1	3	1:5,0:2,2:1	8	3
8800387989506	8	1	0	0	0	2	1:1,3:1	2	2
2199040164353	2	0	1	2	2	1	1:1	1	1
4398046511873	4	0	0	0	3	1	1:1,2:1,3:1	3	3
5497574917121	5	0	1	0	4	1	0:1	1	1
9895638335490	9	0	2	2	0	2	2:1,3:1	2	2
7696581526528	7	0	0	2	4	0	2:1	1	1
5497591694336	5	0	2	0	4	0	3:1	1	1
9904194650882	9	2	0	1	3	2	1:1,3:1	2	2
3302829982979	3	1	0	2	5	3	0:1	1	1
9904228139776	9	2	2	0	3	0	2:1	1	1
11003739833091	10	2	2	1	3	3	3:1	1	1
5497558204931	5	0	0	1	2	3	2:1,1:1,0:1,3:1	4	4
3302829851653	3	1	0	0	4	5	0:1	1	1
7700876428033	7	1	0	1	3	1	0:1,2:1	2	2
5501886792449	5	1	2	2	3	1	2:10,1:4,0:8,3:3	25	4
5506164982018	5	2	1	2	1	2	2:2,3:1	3	2
7700893138946	7	1	1	0	0	2	2:1	1	1
8796126708225	8	0	2	2	2	1	2:1,1:1,3:1	3	3
7696598302977	7	0	1	2	1	1	0:2	2	1
7696581525761	7	0	0	2	1	1	2:2,3:2,1:1	5	3
7705205015043	7	2	2	2	2	3	2:1	1	1
6605693321986	6	2	2	1	3	2	0:1	1	1
8804682957058	8	2	0	0	1	2	3:3,1:4,0:4,2:8	19	4
10995133120770	10	0	1	1	1	2	1:2	2	1
8804716511745	8	2	2	0	2	1	2:3,1:2	5	2
9904211362818	9	2	1	0	4	2	3:2,2:1,0:1	4	3
8796093088771	8	0	0	1	4	3	2:1	1	1
8804683022849	8	2	0	1	2	1	2:3,0:2,1:2	7	3
9904211362051	9	2	1	0	1	3	1:1	1	1
9904211362562	9	2	1	0	3	2	1:1,3:1	2	2
6605693256706	6	2	2	0	4	2	2:2	2	1
4402358255618	4	1	1	0	0	2	2:1	1	1
6597069899011	6	0	0	2	5	3	1:1	1	1
7696581526275	7	0	0	2	3	3	1:1,3:4,2:3,0:1	9	4
10995116278787	10	0	0	0	4	3	2:1	1	1
4398063420163	4	0	1	2	3	3	3:1	1	1
3298551726851	3	0	1	1	3	3	1:2	2	1
5501853171972	5	1	0	1	1	4	2:1	1	1
5506164851457	5	2	1	0	3	1	2:2,0:1	3	2
5501886726403	5	1	2	1	1	3	1:2,2:1,3:1	4	3
9904194651137	9	2	0	1	4	1	2:1	1	1
5506164982273	5	2	1	2	2	1	2:1	1	1
10995116278528	10	0	0	0	3	0	2:1	1	1
3298568503555	3	0	2	1	1	3	0:5,3:3,1:9,2:5	22	4
8796126576643	8	0	2	0	0	3	2:1	1	1
11003706212867	10	2	0	0	2	3	3:1,2:1	2	2
9904194716932	9	2	0	2	5	4	2:1	1	1
9895638204932	9	0	2	0	2	4	2:1,1:2	3	2
7696581394691	7	0	0	0	1	3	3:5,1:8,2:9,0:7	29	4
7705188106755	7	2	1	0	2	3	2:1,3:1,1:2	4	3
7705204884225	7	2	2	0	3	1	3:2	2	1
5497558139651	5	0	0	0	3	3	3:12,1:4,0:4,2:8	28	4
9895621493765	9	0	1	1	4	5	1:1	1	1
8800387990276	8	1	0	0	3	4	1:1	1	1
6605693255939	6	2	2	0	1	3	0:1,2:1	2	2
9899899748609	9	1	0	2	1	1	3:1,2:1	2	2
5497575047683	5	0	1	2	2	3	1:1,3:1	2	2
6601398420224	6	1	2	2	3	0	3:1	1	1
7696581460740	7	0	0	1	3	4	3:2,2:3,1:1	6	3
9899933237507	9	1	2	1	1	3	0:1	1	1
9904194585603	9	2	0	0	4	3	2:2,1:2,3:1	5	3
7700893139204	7	1	1	0	1	4	3:1	1	1
9899933303297	9	1	2	2	2	1	3:1	1	1
5497574982657	5	0	1	1	4	1	1:1	1	1
6597069898244	6	0	0	2	2	4	3:1,1:1	2	2
8800387990272	8	1	0	0	3	0	0:1,1:1,2:1	3	3
5506164916736	5	2	1	1	2	0	3:1	1	1
4402341609731	4	1	0	2	1	3	3:2	2	1
6597086675203	6	0	1	2	1	3	0:1,2:1	2	2
3298551792643	3	0	1	2	4	3	2:2	2	1
4402341544449	4	1	0	1	2	1	3:1	1	1
7696598172419	7	0	1	0	3	3	2:1,1:1	2	2
7700909982979	7	1	2	1	5	3	1:1	1	1
9904211493124	9	2	1	2	1	4	1:1	1	1
7700876362243	7	1	0	0	2	3	2:3,1:3,3:1,0:2	9	4
9904228139523	9	2	2	0	2	3	1:1,0:1,2:2,3:1	5	4
9895604650497	9	0	0	0	2	1	0:6,3:3,2:13,1:7	29	4
9904228270081	9	2	2	2	0	1	0:1,2:1	2	2
2199023387395	2	0	0	2	3	3	1:2,2:2,3:1	5	3
9904211362052	9	2	1	0	1	4	2:1	1	1
3307124818433	3	2	0	0	2	1	2:1	1	1
11003706213123	10	2	0	0	3	3	2:2	2	1
7696615080962	7	0	2	2	4	2	0:1,2:1	2	2
9899933303554	9	1	2	2	3	2	3:1	1	1
9899933172482	9	1	2	0	3	2	1:1,2:1	2	2
5506181759746	5	2	2	2	3	2	1:3,0:4	7	2
7705205015297	7	2	2	2	3	1	1:3,3:1,0:2	6	3
3302829982209	3	1	0	2	2	1	0:4,1:2,2:4	10	3
4398046577409	4	0	0	1	3	1	0:1	1	1
8800388120579	8	1	0	2	0	3	0:1,3:1	2	2
8800421544193	8	1	2	0	1	1	3:3,2:1,1:1	5	3
9904211362305	9	2	1	0	2	1	2:3	3	1
7696615080963	7	0	2	2	4	3	2:2,3:1	3	2
7696598302978	7	0	1	2	1	2	0:1,2:2,3:4	7	3
9904194585858	9	2	0	0	5	2	3:1,1:1	2	2
4398046577156	4	0	0	1	2	4	3:1	1	1
6601364800002	6	1	0	1	2	2	3:1	1	1
6601364800001	6	1	0	1	2	1	0:2	2	1
7705171329794	7	2	0	0	3	2	0:2,2:5,3:2	9	3
3298568503553	3	0	2	1	1	1	2:2,0:2,1:1	5	3
6605659701761	6	2	0	0	2	1	1:5,3:4,2:7,0:5	21	4
5506148205570	5	2	0	2	4	2	2:2,1:1	3	2
6597086544387	6	0	1	0	2	3	0:1,2:4,3:2	7	3
6605659832833	6	2	0	2	2	1	1:1,2:2,3:1	4	3
8796093088005	8	0	0	1	1	5	0:1,1:1	2	2
8800388120835	8	1	0	2	1	3	1:1,3:1	2	2
7705171330052	7	2	0	0	4	4	2:2	2	1
11003739767553	10	2	2	0	3	1	2:2	2	1
6597086610180	6	0	1	1	3	4	2:1	1	1
4398080066562	4	0	2	0	4	2	1:1,3:2	3	2
4406636446211	4	2	0	0	2	3	0:3,1:2,3:3,2:3	11	4
5506148204803	5	2	0	2	1	3	1:1	1	1
8800421675010	8	1	2	2	0	2	0:1	1	1
6597069766660	6	0	0	0	0	4	2:2	2	1
9904194650880	9	2	0	1	3	0	1:1,2:1	2	2
8796093088000	8	0	0	1	1	0	2:1,1:1	2	2
5501886792706	5	1	2	2	4	2	0:1	1	1
8804699866115	8	2	1	2	4	3	2:1	1	1
7696598304002	7	0	1	2	5	2	3:1	1	1
8804716577027	8	2	2	1	1	3	2:1,3:1,1:1	3	3
7705205014786	7	2	2	2	1	2	2:3	3	1
5497591824898	5	0	2	2	2	2	0:2,1:2	4	2
8796093088769	8	0	0	1	4	1	0:1,1:2	3	2
7700876361987	7	1	0	0	1	3	2:1,3:1,1:3	5	3
8796126577665	8	0	2	0	4	1	2:2	2	1
7700910047745	7	1	2	2	2	1	1:1	1	1
7700876427780	7	1	0	1	2	4	2:1	1	1
4402358256386	4	1	1	0	3	2	0:1,2:1	2	2
11003706278402	10	2	0	1	2	2	3:2	2	1
8796093088004	8	0	0	1	1	4	3:1	1	1
8796109864961	8	0	1	1	0	1	3:1	1	1
4398046577924	4	0	0	1	5	4	2:1	1	1
8800421610242	8	1	2	1	3	2	2:1	1	1
9899899683585	9	1	0	1	3	1	2:1	1	1
4398063354626	4	0	1	1	3	2	2:1	1	1
5506164982275	5	2	1	2	2	3	3:1	1	1
3302863470849	3	1	2	1	1	1	0:1	1	1
9904194716419	9	2	0	2	3	3	3:1,2:2	3	2
4398080131332	4	0	2	1	1	4	2:1	1	1
10995149832705	10	0	2	0	2	1	3:2,0:4,1:3,2:2	11	4
5497591759362	5	0	2	1	2	2	1:1,2:1	2	2
7696598237700	7	0	1	1	2	4	2:1	1	1
5497558204933	5	0	0	1	2	5	1:1	1	1
6597086610178	6	0	1	1	3	2	0:1,1:1,3:1	3	3
8800404898052	8	1	1	2	1	4	0:1	1	1
7705204949762	7	2	2	1	3	2	1:1,3:1,2:2,0:2	6	4
9899933238529	9	1	2	1	5	1	0:1	1	1
6597103386883	6	0	2	1	1	3	1:2,2:2,0:2,3:1	7	4
6597069767427	6	0	0	0	3	3	1:8,0:4,3:6,2:10	28	4
6601364734210	6	1	0	0	1	2	0:1,2:2	3	2
10995116278788	10	0	0	0	4	4	1:2	2	1
8804716511236	8	2	2	0	0	4	2:1,3:1	2	2
4406670131459	4	2	2	2	1	3	3:1	1	1
5506181628672	5	2	2	0	3	0	3:1	1	1
6597103386880	6	0	2	1	1	0	1:1	1	1
11003706278660	10	2	0	1	3	4	1:1	1	1
9895604781828	9	0	0	2	3	4	2:2,3:1	3	2
8796109800193	8	0	1	0	3	1	1:3,2:2,3:2	7	3
7696615014912	7	0	2	1	2	0	3:1,0:1	2	2
8796126708226	8	0	2	2	2	2	2:2,1:4,0:4	10	3
7700909916675	7	1	2	0	2	3	2:1,1:1,3:1	3	3
8804683088898	8	2	0	2	4	2	1:1,0:2,3:2	5	3
11003739898627	10	2	2	2	3	3	2:2	2	1
6601398288899	6	1	2	0	2	3	2:1	1	1
7705171330306	7	2	0	0	5	2	2:1,3:1	2	2
6601364865536	6	1	0	2	2	0	0:1	1	1
9904228140037	9	2	2	0	4	5	2:1	1	1
5497574916357	5	0	1	0	1	5	3:1	1	1
9899899617796	9	1	0	0	2	4	2:2	2	1
4398063419650	4	0	1	2	1	2	3:1	1	1
6601398289154	6	1	2	0	3	2	0:2	2	1
3302863405569	3	1	2	0	2	1	3:1,1:2,0:1	4	3
6601398288641	6	1	2	0	1	1	1:1	1	1
6605676544516	6	2	1	1	2	4	0:1	1	1
9895604781571	9	0	0	2	2	3	2:2,1:2,3:4,0:3	11	4
9895638205188	9	0	2	0	3	4	2:1,0:1,1:1	3	3
10999411245568	10	1	0	0	2	0	1:1	1	1
10999444799748	10	1	2	0	1	4	2:1	1	1
5497558204677	5	0	0	1	1	5	2:1	1	1
6601398419459	6	1	2	2	0	3	3:1	1	1
6597103452929	6	0	2	2	3	1	2:4,0:3,1:4,3:1	12	4
9895604651010	9	0	0	0	4	2	3:3,2:6,0:3,1:2	14	4
5506148140034	5	2	0	1	4	2	0:1,3:2	3	2
10995149963778	10	0	2	2	2	2	1:2,2:2,3:2	6	3
8796126708737	8	0	2	2	4	1	3:2,0:1	3	2
11003739898625	10	2	2	2	3	1	1:1	1	1
6605693388036	6	2	2	2	5	4	0:1	1	1
5497558138883	5	0	0	0	0	3	3:1,1:1	2	2
5497574917378	5	0	1	0	5	2	1:1	1	1
6597086675459	6	0	1	2	2	3	3:1,1:11,2:9,0:9	30	4
6597086675969	6	0	1	2	4	1	2:1	1	1
5497574916868	5	0	1	0	3	4	2:1	1	1
9895638204674	9	0	2	0	1	2	0:1,3:3,1:2,2:4	10	4
6601398289410	6	1	2	0	4	2	2:1	1	1
8796126576896	8	0	2	0	1	0	1:1	1	1
6597086610433	6	0	1	1	4	1	2:1,1:1	2	2
8800387990274	8	1	0	0	3	2	0:1,1:1,3:2	4	3
10995116409347	10	0	0	2	2	3	0:1,2:1,3:1,1:2	5	4
5506148139779	5	2	0	1	3	3	0:1,2:1	2	2
8796109931264	8	0	1	2	3	0	1:1	1	1
9895621427971	9	0	1	0	3	3	2:3,0:1,1:1	5	3
7700876361985	7	1	0	0	1	1	1:2,3:4,0:2	8	3
7705188237571	7	2	1	2	1	3	0:1	1	1
7696581395456	7	0	0	0	4	0	1:1,0:2,2:1	4	3
6601381511937	6	1	1	0	3	1	1:1	1	1
2199056810498	2	0	2	0	2	2	3:3	3	1
7700893270531	7	1	1	2	2	3	3:1	1	1
6605693387778	6	2	2	2	4	2	2:1,0:1,3:1	3	3
7696581394945	7	0	0	0	2	1	1:3,0:5,2:7,3:8	23	4
7705171461124	7	2	0	2	4	4	0:1,3:1	2	2
8800421609476	8	1	2	1	0	4	2:1	1	1
11003722990083	10	2	1	0	2	3	2:1	1	1
3298551661316	3	0	1	0	3	4	3:1	1	1
6605676610308	6	2	1	2	3	4	2:1	1	1
7700876362754	7	1	0	0	4	2	1:2,2:2,3:2	6	3
5501853171971	5	1	0	1	1	3	1:1	1	1
3302846694145	3	1	1	1	3	1	0:1	1	1
3298534884354	3	0	0	0	4	2	1:2,3:1,0:1	4	3
8804683089153	8	2	0	2	5	1	0:1	1	1
9895604715779	9	0	0	1	1	3	0:1,1:1	2	2
4398046642948	4	0	0	2	3	4	0:2,1:1,2:3,3:2	8	4
8796126577411	8	0	2	0	3	3	0:1,1:1,2:4	6	3
6601364800515	6	1	0	1	4	3	1:1	1	1
4402375033604	4	1	2	0	3	4	3:1,0:1	2	2
8796093154306	8	0	0	2	4	2	2:1,1:2	3	2
6605693387009	6	2	2	2	1	1	2:4	4	1
5501886661634	5	1	2	0	4	2	3:2	2	1
9904194650628	9	2	0	1	2	4	2:1,0:1,3:2	4	3
4402341478917	4	1	0	0	2	5	3:1	1	1
9904228270595	9	2	2	2	2	3	1:1,3:1,2:1,0:1	4	4
7705171460353	7	2	0	2	1	1	0:1,2:2,3:2	5	3
10995116409092	10	0	0	2	1	4	2:1	1	1
5497591825155	5	0	2	2	3	3	2:2	2	1
7700893139715	7	1	1	0	3	3	2:1,1:1	2	2
8796093154050	8	0	0	2	3	2	1:5,0:2,3:1,2:5	13	4
5497574916867	5	0	1	0	3	3	0:1	1	1
2203351778051	2	1	2	0	3	3	2:2	2	1
6605659832834	6	2	0	2	2	2	0:1,1:1,2:1	3	3
7696581526273	7	0	0	2	3	1	1:1,2:2,3:1	4	3
7700909981953	7	1	2	1	1	1	2:1,1:1	2	2
7700910047747	7	1	2	2	2	3	1:1,2:1	2	2
11003706212609	10	2	0	0	1	1	3:2	2	1
5501886792195	5	1	2	2	2	3	3:1,1:7,0:1,2:3	12	4
8800388121091	8	1	0	2	2	3	3:2	2	1
9904228271105	9	2	2	2	4	1	1:1	1	1
4398046511106	4	0	0	0	0	2	0:1,3:1	2	2
7700910048258	7	1	2	2	4	2	1:1,2:1	2	2
8804682957060	8	2	0	0	1	4	3:1,2:2	3	2
6605693321731	6	2	2	1	2	3	2:1	1	1
7705171329025	7	2	0	0	0	1	3:2	2	1
7700876427776	7	1	0	1	2	0	2:1	1	1
8800404767235	8	1	1	0	2	3	0:1	1	1
8796126577157	8	0	2	0	2	5	1:1,2:1	2	2
3302863406340	3	1	2	0	5	4	3:1	1	1
3298534883587	3	0	0	0	1	3	0:1,2:2,1:2,3:2	7	4
10995116278020	10	0	0	0	1	4	0:1,1:1,2:1	3	3
9895604781572	9	0	0	2	2	4	3:2,0:1,1:3,2:2	8	4
4406670000385	4	2	2	0	1	1	0:1	1	1
9895604782083	9	0	0	2	4	3	0:1,2:1,1:1	3	3
9904228139524	9	2	2	0	2	4	0:1,2:1,1:2,3:1	5	4
2199023387650	2	0	0	2	4	2	1:1	1	1
8796109931011	8	0	1	2	2	3	1:1	1	1
6597086544899	6	0	1	0	4	3	1:1	1	1
8796109865730	8	0	1	1	3	2	2:2	2	1
6597069767681	6	0	0	0	4	1	1:6,2:7,0:3,3:1	17	4
9895604716032	9	0	0	1	2	0	3:1,2:1	2	2
8804716512000	8	2	2	0	3	0	2:1	1	1
7705171329795	7	2	0	0	3	3	3:2	2	1
5501853237764	5	1	0	2	2	4	3:2	2	1
6597086609923	6	0	1	1	2	3	3:1,0:1,1:1	3	3
7696581526529	7	0	0	2	4	1	3:1,2:1,0:1	3	3
7705188107009	7	2	1	0	3	1	2:2,1:1	3	2
7696614949889	7	0	2	0	4	1	2:3,1:1	4	2
7696598171906	7	0	1	0	1	2	1:3,3:3,0:3	9	3
9899899684099	9	1	0	1	5	3	2:1	1	1
8800421544962	8	1	2	0	4	2	1:1,3:1	2	2
10999411376642	10	1	0	2	2	2	2:2	2	1
3307158504195	3	2	2	2	3	3	0:2	2	1
7696581526530	7	0	0	2	4	2	1:1,0:2,2:5,3:3	11	4
8804682957059	8	2	0	0	1	3	3:3,2:4,1:1,0:3	11	4
5497558270723	5	0	0	2	3	3	1:1,3:2,0:3,2:2	8	4
5497558205444	5	0	0	1	4	4	0:1,1:1	2	2
7696581460737	7	0	0	1	3	1	2:2,1:1	3	2
4406653223684	4	2	1	0	3	4	2:1,1:1	2	2
8800421675524	8	1	2	2	2	4	0:1	1	1
5497591825409	5	0	2	2	4	1	1:1,3:1,0:1	3	3
6605659702273	6	2	0	0	4	1	1:3,0:2,2:3,3:2	10	4
6601364865795	6	1	0	2	3	3	1:1,2:1	2	2
8800421543938	8	1	2	0	0	2	2:1	1	1
8796126577412	8	0	2	0	3	4	1:2,2:2,3:2	6	3
10999411245826	10	1	0	0	3	2	3:1,2:1	2	2
6605659833347	6	2	0	2	4	3	3:1	1	1
8796093153538	8	0	0	2	1	2	0:4,1:2,2:4	10	3
5497558139648	5	0	0	0	3	0	1:1,3:1	2	2
8800388055810	8	1	0	1	3	2	0:1	1	1
5497574917124	5	0	1	0	4	4	0:1,1:1	2	2
4402375033857	4	1	2	0	4	1	2:1	1	1
4402358256643	4	1	1	0	4	3	2:1	1	1
8796126577410	8	0	2	0	3	2	0:4,2:5,3:5,1:4	18	4
5501886660867	5	1	2	0	1	3	2:2,0:1	3	2
7705204950019	7	2	2	1	4	3	1:1	1	1
11003723121409	10	2	1	2	3	1	3:1,1:1	2	2
7696581525507	7	0	0	2	0	3	1:1,3:1,2:1	3	3
9895604650498	9	0	0	0	2	2	1:6,3:8,0:4,2:18	36	4
8796093022981	8	0	0	0	3	5	1:1	1	1
3298551661569	3	0	1	0	4	1	2:1	1	1
7696615080708	7	0	2	2	3	4	3:1,2:2	3	2
8796109930754	8	0	1	2	1	2	2:3,3:4,0:1	8	3
6597069899012	6	0	0	2	5	4	2:1	1	1
6601364734466	6	1	0	0	2	2	2:4,1:4,3:2	10	3
6605693387779	6	2	2	2	4	3	3:1,2:1	2	2
9904194715649	9	2	0	2	0	1	2:2	2	1
7696614949634	7	0	2	0	3	2	0:2,3:3,2:2,1:2	9	4
8804716511746	8	2	2	0	2	2	3:1,0:2,1:2,2:3	8	4
5497558270468	5	0	0	2	2	4	2:4,0:1,1:3	8	3
8804716512005	8	2	2	0	3	5	1:1	1	1
6601381643265	6	1	1	2	4	1	1:2	2	1
6601381642500	6	1	1	2	1	4	1:2,2:1	3	2
7705188172546	7	2	1	1	3	2	1:1	1	1
9904194650884	9	2	0	1	3	4	1:1,2:1	2	2
7705188238338	7	2	1	2	4	2	1:1	1	1
10995149963520	10	0	2	2	1	0	0:1	1	1
7705171329540	7	2	0	0	2	4	1:1,2:2,0:2	5	3
9904194585089	9	2	0	0	2	1	0:2,2:5	7	2
6605659833092	6	2	0	2	3	4	0:2,2:2,3:1,1:1	6	4
4406670000899	4	2	2	0	3	3	3:2,1:4	6	2
10999444865283	10	1	2	1	1	3	1:1	1	1
