hash	edge1	edge2	edge3	ids	idcount	id_unique
4813222102854795264	102	23	0,0,1,1,1,1,1,2,3,3	10	4
4811533252995055616	99	24	1,2,2,2,2,3	6	3
4665729217205895168	6	-23	0,1,1,3	4	3
4740038611055411200	25	-19	0,1,2,3	4	4
4575657224653766656	1	-15	0,1,2,3	4	4
4737786811249590272	24	-36	1	1	1
13972417847174627328	-29	-43	2	1	1
4611686021670633472	2	-13	0,2	2	2
4821103402205839360	116	29	0,0,1,3,3,3	6	3
4719772412723331072	16	-9	0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3	52	4
4780571005547446272	54	11	0,1,2,3,3	5	4
13949899849039609856	-19	-50	1,2	2	2
13871086855550664704	-4	-22	1,2,2,2,3,3	6	3
4826732901731139584	126	14	1	1	1
4816036852619804672	107	19	1,2,3	3	3
4830955026393333760	139	36	1,2,3	3	3
4830392076440436736	137	38	3	1	1
4611686021679022080	2	-26	0,0,0,1,1,1,2,2,2,3,3,3	12	4
4715268813112475648	15	-35	2	1	1
4804777853550854144	87	18	0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3	18	4
4815473902670053376	106	26	0,1,2,2,2,3,3	7	4
4804777853545611264	87	12	1,1,1,1,2	5	2
13972417847175938048	-29	-48	2	1	1
4805340803505848320	88	21	1,1,2,3,3,3	6	3
13993809945410404352	-45	-66	1	1	1
4746794008322244608	28	2	0,1,2	3	3
4808155553274527744	93	24	1,1,2,2,2	5	2
4790704104706932736	63	9	0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3	18	4
13938640849969610752	-15	-44	0,1,2	3	3
4820540452253466624	115	31	1	1	1
4822229302108487680	118	21	1,1,1	3	1
4809281453162496000	95	5	1	1	1
4803089003691638784	84	20	1,2	2	2
4811533252992958464	99	20	0,0,0,0,0,1,1,1,1,2,2,2,3,3	14	4
9223372040107982848	-0	-29	2,3,3	3	2
13880094054803832832	-5	-19	1	1	1
4656722017952727040	5	-26	0,0,2,2	4	2
4800837203874807808	80	15	0,1,1,1,2,2,2,3	8	4
4760304809362325504	36	-5	3	1	1
13835058058537992192	-2	-36	1,1,2,2,2,2	6	2
13916122851829088256	-10	-31	0,1,1,2,3	5	4
4629700420184309760	3	-18	0,0,1,2,2,2	6	3
4836303050953981952	158	48	1	1	1
4692750814967496704	10	-18	0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3	23	4
4800837203842301952	80	1	1	1	1
4715268813103824896	15	-17	0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3	19	4
13916122851832496128	-10	-43	1	1	1
4768186106570080256	43	9	2	1	1
4810970303031148544	98	10	1	1	1
13965662447734620160	-26	-47	2,2	2	1
4815473902667431936	106	21	1,2	2	2
13925130051082256384	-12	-28	1	1	1
4828421751602413568	130	34	0,2	2	2
4792955904520617984	66	9	1,2,2,3,3	5	3
4853191549561995264	218	73	2	1	1
13835058058538254336	-2	-37	1,2,3,3	4	3
4758053009529765888	34	-1	3,3,3	3	1
4710765213484580864	14	-33	3,3	2	1
4813222102852173824	102	18	0,0,2,2,2,3	6	3
13976921446807240704	-31	-63	1,1	2	1
4706261613851181056	13	-21	1,2,2,3,3	5	3
4822792252061384704	119	20	1,1,1	3	1
4665729217211924480	6	-37	1,2	2	2
4809844403128500224	96	14	1,1,2,2,2,2	6	2
13925130051091955712	-12	-61	1	1	1
4697254414599585792	11	-27	2	1	1
4746794010482311168	28	-6	0,0,2,3,3	5	3
4701758014229053440	12	-31	1,1,2,2,2,2	6	2
4647714818689597440	4	-13	0,2,3	3	3
4740038611047546880	25	-10	3	1	1
4810970303037440000	98	16	1,1,1,2,2,2,2,2,2,2,2	11	2
13934137250336473088	-14	-27	0,2	2	2
13799029261518241792	-1	-33	0,1,1,2,2	5	3
13911619252205125632	-9	-43	1,2,2,3,3	5	3
4742290410867523584	26	-16	0,3	2	2
13974669646992506880	-30	-59	1	1	1
13916122851829612544	-10	-32	0,1,1,3	4	3
13961158848102268928	-24	-30	2	1	1
4812096202935894016	100	8	1	1	1
4795207704337448960	70	12	0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3	24	4
4665729217208516608	6	-28	0,0,1,1,1,3,3	7	3
13835058058542972928	-2	-55	1	1	1
4827295851689279488	127	21	1	1	1
4816036852625571840	107	30	1	1	1
4688247215343796224	9	-25	0,1,1,1,1,1,2,2,2,2,3,3,3	13	4
13907115652581163008	-8	-56	1,1	2	1
4804214903594287104	86	14	0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3	18	4
13880094054811172864	-5	-34	0,1,1,1,1,1,1,2,2,3,3,3,3	13	4
4786200505080610816	59	10	1,2,2	3	2
13947648049223565312	-18	-41	2,2,2,3	4	2
4751297610126458880	30	-24	1	1	1
4824481101924270080	122	25	1	1	1
13952151648849362944	-20	-35	3	1	1
4788452304885907456	61	5	3	1	1
13945396249408307200	-17	-35	1,2,2	3	2
4823355202017951744	120	26	1	1	1
13911619252197523456	-9	-23	0,1,2	3	3
13920626451457245184	-11	-33	0,2,2,3	4	3
4777193305829015552	51	13	0,1	2	2
4821103402205315072	116	28	1,1,2	3	2
4798585404064268288	76	20	0,1	2	2
13925130051077537792	-12	-19	3,3	2	1
4629700420198989824	3	-60	1	1	1
4822229302112157696	118	28	0	1	1
13907115652580114432	-8	-52	1,1	2	1
4820540452249272320	115	23	1,1,2,2,2	5	2
4821666352127279104	117	2	1	1	1
4715268813102252032	15	-15	1,1,2	3	2
4710765213486153728	14	-39	1	1	1
13958907048298020864	-23	-64	1	1	1
13984802746155532288	-37	-65	1	1	1
13963410647914905600	-25	-28	2	1	1
4821666352157687808	117	26	2,2,2,2	4	1
13943144449589641216	-16	-24	1	1	1
4746794010484408320	28	-7	0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3	24	4
4801963103787417600	82	25	0	1	1
3257139200	0	-41	1	1	1
4827858801648730112	128	33	0,2,2,3	4	3
4787326404968579072	60	2	1	1	1
4801963103772213248	82	7	1,1	2	1
4828421751601364992	130	31	1,3	2	2
4817725702457524224	110	3	1	1	1
13956655248478830592	-22	-43	2	1	1
4816599802559070208	108	6	1	1	1
4740038611049644032	25	-12	0	1	1
13853072457047736320	-3	-37	1,1,1,1,2,2,2,2	8	2
4821103402206887936	116	31	0,0,3	3	2
13880094054817988608	-5	-60	1	1	1
4812096202945331200	100	18	1,1,2,2,2,3	6	3
4756927109635506176	33	-3	0,1,2,2,2,2,2	7	3
4785074605146505216	58	1	2	1	1
3247964160	0	-19	3	1	1
4783948705262731264	57	7	0,2,2,2	4	2
13920626451457507328	-11	-34	0,0,1,1,1,1,2,2,2	9	3
4782822805351694336	56	5	1,1,1	3	1
13938640849970659328	-15	-48	1,2	2	2
4697254414596440064	11	-21	0,0,1,1,2,2,2,2,2,2,3,3	12	4
13988180445874618368	-40	-59	2,2	2	1
13835058058539040768	-2	-40	2	1	1
4820540452250320896	115	25	2,2,2,2	4	1
13972417847174889472	-29	-44	1,2	2	2
4817725702480592896	110	20	1	1	1
4795770654292967424	71	14	0,1,2,3	4	4
13934137250341191680	-14	-40	2,2,2,2,3,3	6	2
13925130051084877824	-12	-34	0,1,1,1,2,2,2,2,2,3	10	4
4737786811242774528	24	-21	3	1	1
4807029653367685120	91	24	1,2	2	2
4812659152899276800	101	19	0,1,1,1,2,2,2,3,3	9	4
13889101254064865280	-6	-31	0,0,1,2,2,2,2,3,3,3	10	4
13961158848106987520	-24	-46	1	1	1
4801400153820889088	81	8	3	1	1
13898108453326422016	-7	-56	1,1	2	1
4818288652432441344	111	17	1,1	2	1
13889101254064340992	-6	-30	0,1,1,1,1,2,2,2,3,3	10	4
4805903753458221056	89	19	0,1,1,1,1,2,2,2,2,2,3,3	12	4
4819414552338759680	113	16	1	1	1
4683743615721930752	8	-39	2,2	2	1
13949899849030172672	-19	-23	3	1	1
4832080926301224960	143	40	0	1	1
4801963103778504704	82	12	0,1,1,1,1,1,1,2,2,2,2,2,2,3,3	15	4
13799029261518503936	-1	-34	0,0,1,2,2,2,3	7	4
4822792252069511168	119	39	3	1	1
4728779611978072064	20	-9	2,2,3	3	2
4629700420192698368	3	-36	1,2,2,2	4	2
13943144449594097664	-16	-33	2	1	1
4814910952711389184	105	16	1	1	1
13871086855548043264	-4	-17	0,2	2	2
4746794010478116864	28	-4	0,0,1,1,2,2	6	3
4807029653366636544	91	22	0,1,2,2,2,2,2,2,2	9	3
4656722017961377792	5	-53	1	1	1
4629700420195057664	3	-45	1,3	2	2
9223372040101691392	-0	-17	3,3	2	1
4701758014218043392	12	-13	0,0,2,2,2,3	6	3
4813785052811886592	103	30	0,2	2	2
4824481101928464384	122	34	3	1	1
13967914247547518976	-27	-44	2	1	1
4761430709262876672	37	-3	0,0,0,0,1,1,2,2,3,3	10	4
13938640849967251456	-15	-35	1,2	2	2
13929633650705956864	-13	-21	2	1	1
4818851602393726976	112	32	2	1	1
13898108453320392704	-7	-33	1,1,2,2,2,2,2,3,3,3,3	11	3
4735535011421224960	23	-11	3	1	1
13853072457048784896	-3	-41	1,2	2	2
4724276012354895872	18	-13	1,1	2	1
4823918151975305216	121	35	3	1	1
4759178909453385728	35	-4	0,2	2	2
4781696905451143168	55	8	3,3	2	1
4789578204809003008	62	19	0,2	2	2
13938640849969348608	-15	-43	1,1,1,1,2,2,2	7	2
13925130051089858560	-12	-53	1	1	1
4647714818696413184	4	-23	0,1,1,1,1,2,3,3,3	9	4
4822229302093283328	118	6	1	1	1
13980299146528555008	-33	-68	1	1	1
4819977502299521024	114	30	2,2,2,2	4	1
4744542210664431616	27	-4	0,1,1,2,2	5	3
4710765213469638656	14	-10	1,1,1,2	4	2
4826732901742673920	126	36	2	1	1
4665729217211400192	6	-35	2,2,3	3	2
13945396249413812224	-17	-56	1	1	1
4828984701555572736	132	33	2	1	1
4842495500442140672	180	50	0	1	1
4794644754373541888	69	5	2	1	1
4769312006471680000	44	6	0,0,0,0,0,1,1,1,2,2,3,3	12	4
4797459504151134208	74	12	0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3	20	4
13947648049226448896	-18	-52	1,2	2	2
13880094054804357120	-5	-20	2,3	2	2
13799029261514833920	-1	-26	0,1,2,2,2,2,2,3,3	9	4
13907115652579590144	-8	-50	1,1,2	3	2
4808155553275576320	93	26	0,1,1,3	4	3
13989306345783558144	-41	-70	1	1	1
4829547651508994048	134	33	1,3	2	2
13947648049225924608	-18	-50	1	1	1
4733283211600199680	22	-6	0	1	1
4692750814979031040	10	-48	1	1	1
4802526053727731712	83	8	2	1	1
4815473902668480512	106	23	0,0,1,1,2,2,3	7	4
4733283211623792640	22	-42	1	1	1
4831799451324514304	142	40	3	1	1
4744542210683305984	27	-20	1	1	1
4816036852618756096	107	17	2,2	2	1
13920626451451215872	-11	-21	1,2	2	2
4807029653363490816	91	16	0,0,0,2,2,2,2,3	8	3
4825607001832685568	124	28	1	1	1
4798585404061122560	76	15	0,0,2,3	4	3
13880094054813532160	-5	-43	1,1	2	1
4814910952708243456	105	13	1	1	1
4805340803497984000	88	11	1,2	2	2
4697254414606925824	11	-50	1	1	1
4829829126485704704	135	33	0	1	1
13954403448666718208	-21	-49	1	1	1
13925130051086712832	-12	-41	1,2,2,2,2	5	2
4629700420198203392	3	-57	1	1	1
4805903753431482368	89	2	1	1	1
13954403448665669632	-21	-45	2,2	2	1
4722024212539113472	17	-11	2	1	1
4797459504150085632	74	11	0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3	23	4
13853072457044328448	-3	-28	0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3	18	4
13835058058540613632	-2	-46	1	1	1
13925130051081732096	-12	-27	1,2,2,3	4	3
4817725702485311488	110	29	1,3	2	2
13938640849969086464	-15	-42	1,2,2,2,2	5	2
13947648049225400320	-18	-48	2	1	1
13938640849961746432	-15	-23	2,2	2	1
13961158848102793216	-24	-31	2	1	1
4796896554195615744	73	10	0,0,0,0,0,1,1,1,2,2,2,2,3,3,3	15	4
4799148354014543872	77	15	0,1,1,2,2,2,2,3,3,3	10	4
4821103402182246400	116	4	1	1	1
13907115652573822976	-8	-30	0,0,1,2,2,2,2,2,3,3	10	4
4715268813106970624	15	-23	0,2,2	3	2
4824481101894385664	122	2	1	1	1
13938640849971445760	-15	-51	1	1	1
13989306345779625984	-41	-52	2	1	1
4787326404985356288	60	8	0,0,1,2,2,3	6	4
4779445105640603648	53	11	1,2,2,3	4	3
4825044051860389888	123	6	1	1	1
4800274253920337920	79	14	0,0,1,1,1,2,2,2,2,2,3,3	12	4
4803651953640865792	85	14	0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3	17	4
4817725702480068608	110	19	1,1	2	1
13911619252202504192	-9	-33	0,0,0,0,2,2,2,3	8	3
4826169951786631168	125	29	2	1	1
4719772412735913984	16	-26	0,1,3	3	3
4828984701555834880	132	34	0,3,3	3	2
4822229302080700416	118	2	1	1	1
13799029261511163904	-1	-19	0,2	2	2
4826169951787155456	125	30	0	1	1
4823355202022146048	120	36	2	1	1
4710765213477502976	14	-19	0,1,1,1,2,2,3,3,3	9	4
13898108453321441280	-7	-37	1,1,1,1,1,1,1,2,2	9	2
13949899849037774848	-19	-43	2,2,2,3	4	2
13965662447732785152	-26	-40	1	1	1
4798585404067414016	76	26	3	1	1
4710765213489037312	14	-50	1	1	1
4778319205732712448	52	10	0	1	1
4826169951788204032	125	32	0,0,0,2,2,3,3	7	3
4816036852620853248	107	21	2	1	1
4810407353077727232	97	10	1,1,1	3	1
13898108453321965568	-7	-39	1,2	2	2
13934137250340667392	-14	-38	0,1,1,2,2,2,2,2,3	9	4
4845591725187268608	191	55	2	1	1
4773815606103244800	48	8	3	1	1
4802526053732974592	83	13	0,0,0,1,1,1,2,2,2,3	10	4
4724276012360138752	18	-20	3	1	1
13988180445873307648	-40	-54	1	1	1
4797459504149037056	74	10	0,2,2,2,3	5	3
4805903753460318208	89	23	1,1,2,3	4	3
4774941506010087424	49	8	1,2,3,3	4	3
4823355202018476032	120	27	1	1	1
4733283211605442560	22	-9	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	69	4
13799029261511688192	-1	-20	0,0,1,1,2,2,3,3	8	4
4807029653368209408	91	25	2	1	1
4782822805359034368	56	9	3,3	2	1
4834614201092407296	152	43	3	1	1
4756927109653331968	33	-13	2	1	1
4834051251138985984	150	43	2	1	1
4647714818707685376	4	-57	1	1	1
4832362401278197760	144	41	0,2	2	2
13920626451459342336	-11	-41	1,2	2	2
4801400153833996288	81	25	2	1	1
4814910952707194880	105	12	1	1	1
13871086855560364032	-4	-49	1	1	1
4735535011428564992	23	-20	1,3	2	2
13976921446806454272	-31	-60	1	1	1
4761430707119587328	37	4	2,2,3,3	4	2
4611686021683478528	2	-37	2	1	1
4688247215348252672	9	-35	2,2,2,3	4	2
4780571007679201280	54	-3	1	1	1
4744542208516947968	27	4	0,0,1,1,1,2,2,2,3,3,3	11	4
4763682506939564032	39	7	1	1	1
4813222102856368128	102	26	2	1	1
4688247215342223360	9	-22	0,0,0,1,1,1,2,2,3	9	4
4728779611984363520	20	-15	0,0,1,1,2,2	6	3
4722024212548550656	17	-24	1,1,3	3	2
13996061745224089600	-47	-66	1	1	1
4715268813101203456	15	-14	1,3	2	2
4807029653368733696	91	26	2	1	1
13911619252198047744	-9	-24	0,0,1,2,3	5	4
4826732901742936064	126	37	0,3	2	2
4819977502300045312	114	31	1,2	2	2
4821103402203217920	116	24	2,2	2	1
4800837203872710656	80	13	0,0,1,1,1,1,2,2,2,2,2,3,3,3,3	15	4
4706261613843316736	13	-11	1	1	1
4793518854470893568	67	7	0,2	2	2
13898108453323276288	-7	-44	1	1	1
4815473902659567616	106	11	1	1	1
4805903753452453888	89	12	1,2,3,3	4	3
3250585600	0	-24	0,0,2,2,2,3,3	7	3
4809844403133218816	96	21	0,1,2,2,2,2,2,2,2,2,3	11	4
4838273375790694400	165	47	0,1,2	3	3
13938640849973280768	-15	-58	1	1	1
13929633650720112640	-13	-64	1,1	2	1
4724276012358565888	18	-17	1,3	2	2
4801963103782699008	82	16	0,1,1,1,2,2,2,2,2,2,3,3	12	4
4803651954691538944	85	-0	1	1	1
4731031411788611584	21	-7	1,1,2,2,3	5	3
4786200505076416512	59	7	1,2,2,3,3	5	3
4798585404062695424	76	17	1,1,2	3	2
4815473902660616192	106	12	2	1	1
4825607001833734144	124	30	0,1,2,3	4	4
13988180445874356224	-40	-58	1	1	1
4674736416470073344	7	-50	1	1	1
4683743615720357888	8	-33	2,2,2	3	1
4832925351230832640	146	38	2	1	1
4837428950861348864	162	50	1,2	2	2
4829547651509256192	134	34	1,2	2	2
4810970303045304320	98	31	0	1	1
4817725702453329920	110	2	1	1	1
4710765213487202304	14	-43	1	1	1
4706261613854326784	13	-27	3	1	1
4817725702471155712	110	9	1	1	1
4674736416457490432	7	-17	0,0,0,1,1,2,2,2,3,3,3,3	12	4
9223372040105361408	-0	-24	0,0,0,1,2,2,2,3	8	4
4799148353998815232	77	4	1	1	1
4771563806287462400	46	7	0,0,1,2,2,2,3,3,3,3	10	4
13970166047364349952	-28	-56	1,2	2	2
4706261613844365312	13	-12	1,1,2,3,3	5	3
13929633650715394048	-13	-46	1,2	2	2
4816036852621901824	107	23	1,1,1,2,2	5	2
4800837203868516352	80	9	2	1	1
4724276012366692352	18	-33	2	1	1
13871086855564427264	-4	-65	1	1	1
4804214903592189952	86	12	1,2,3,3	4	3
4838836325743591424	167	45	2,2	2	1
4772689706179624960	47	2	1,1,2,3	4	3
4823918151966130176	121	16	1	1	1
4801963103780601856	82	14	0,1,1,1,1,2,2,2,2,2,2,3,3	13	4
4629700420191911936	3	-33	1,2,3	3	3
4797459504154279936	74	15	0,0,1,1,2,2,2,2,2	9	3
4665729217205370880	6	-22	0,1,1,2,2,2,3,3,3,3,3,3	12	4
4692750814975361024	10	-34	2,2	2	1
